tag,whichCollocation,collFrequency,logDice,whichType,verb,verbType,noun,nounType,isCollocation,k,verbFrequency,nounFrequency,item
1022,taste victory,1891,6.1,productive,experience,Vprod1,victory,Ncoll,0,4,4134991,2055937,experience victory
1023,taste victory,1891,6.1,productive,achieve,Vprod2,defeat,Nsyn2,-1,4,5143495,712446,achieve defeat
1024,taste victory,1891,6.1,synonym,sample,Vsyn1,defeat,Nsyn2,-1,4,439884,712446,sample defeat
1025,taste victory,1891,6.1,synonym,savor,Vsyn2,defeat,Nsyn2,1,4,73954,712446,savor defeat
1026,lift ban,24335,9.5,productive,repeal,Vprod2,prohibition,Nsyn1,0,4,230558,336543,repeal prohibition
1027,lift ban,24335,9.5,synonym,elevate,Vsyn1,prohibition,Nsyn1,-1,4,424225,336543,elevate prohibition
1028,lift ban,24335,9.5,synonym,raise,Vsyn2,prohibition,Nsyn1,-1,4,6484369,336543,raise prohibition
1029,lift ban,24335,9.5,synonym,lift,Vcoll,embargo,Nsyn2,1,4,1452619,92695,lift embargo
1030,harbor animosity,332,6.8,productive,aggravate,Vprod2,animosity,Ncoll,0,4,170717,58708,aggravate animosity
1031,harbor animosity,332,6.8,productive,shelter,Vsyn1,fugitive,Nprod2,0,4,137172,68967,shelter fugitive
1032,harbor animosity,332,6.8,productive,shield,Vsyn2,fugitive,Nprod2,0,4,266420,68967,shield fugitive
1033,harbor animosity,332,6.8,synonym,harbor,Vcoll,bitterness,Nsyn1,1,4,111631,112841,harbor bitterness
1034,erase memory,8608,7.8,productive,delete,Vsyn1,inscription,Nprod1,0,4,1254065,336909,delete inscription
1035,erase memory,8608,7.8,productive,eliminate,Vsyn2,inscription,Nprod1,0,4,1911946,336909,eliminate inscription
1036,erase memory,8608,7.8,productive,erase,Vcoll,letter,Nprod2,0,4,314363,5654610,erase letter
1037,erase memory,8608,7.8,productive,evoke,Vprod1,past,Nsyn2,0,4,296555,2364826,evoke past
1038,leak document,15015,7.9,productive,leak,Vcoll,oil,Nprod1,0,4,461737,5796332,leak oil
1039,leak document,15015,7.9,productive,copy,Vprod1,memo,Nsyn1,0,4,981825,301683,copy memo
1040,leak document,15015,7.9,synonym,drip,Vsyn1,document,Ncoll,-1,4,156536,5353797,drip document
1041,leak document,15015,7.9,synonym,stream,Vsyn2,document,Ncoll,-1,4,807073,5353797,stream document
1042,silence critic,5913,9.5,collocation,silence,Vcoll,critic,Ncoll,1,4,244414,1268104,silence critic
1043,wipe debt,585,5.6,productive,owe,Vprod2,charge,Nsyn1,-1,4,1027450,4352099,owe charge
1044,wipe debt,585,5.6,synonym,clean,Vsyn1,charge,Nsyn1,-1,4,2253213,4352099,clean charge
1045,wipe debt,585,5.6,synonym,swab,Vsyn2,charge,Nsyn1,-1,4,13077,4352099,swab charge
1046,wipe debt,585,5.6,synonym,wipe,Vcoll,credit,Nsyn2,1,4,639039,4836220,wipe credit
1047,silence critic,5913,9.5,productive,appease,Vprod2,skeptic,Nsyn1,0,4,84520,105965,appease skeptic
1048,silence critic,5913,9.5,synonym,gag,Vsyn1,skeptic,Nsyn1,-1,4,57205,105965,gag skeptic
1049,silence critic,5913,9.5,synonym,muzzle,Vsyn2,skeptic,Nsyn1,1,4,18886,105965,muzzle skeptic
1050,silence critic,5913,9.5,synonym,silence,Vcoll,opposition,Nsyn2,1,4,244414,1558305,silence opposition
1051,defy gravity,7592,9.8,productive,simulate,Vprod2,gravity,Ncoll,0,4,326109,606495,simulate gravity
1052,defy gravity,7592,9.8,productive,disobey,Vsyn1,law,Nprod2,0,4,69527,12166006,disobey law
1053,defy gravity,7592,9.8,productive,flout,Vsyn2,law,Nprod2,0,4,32034,12166006,flout law
1054,defy gravity,7592,9.8,synonym,defy,Vcoll,physics,Nsyn1,1,4,253476,553990,defy physics
1055,crack joke,10830,9.3,productive,split,Vsyn1,nut,Nprod1,0,4,923858,788529,split nut
1056,crack joke,10830,9.3,productive,rupture,Vsyn2,nut,Nprod1,-1,4,46283,788529,rupture nut
1057,crack joke,10830,9.3,productive,crack,Vcoll,vase,Nprod2,0,4,598520,145427,crack vase
1058,crack joke,10830,9.3,productive,tell,Vprod1,anecdote,Nsyn2,0,4,18194900,162764,tell anecdote
1059,spill secret,1871,6.5,productive,spill,Vcoll,drink,Nprod1,0,4,293416,1739810,spill drink
1060,spill secret,1871,6.5,productive,reveal,Vprod1,news,Nsyn1,0,4,4215723,6144862,reveal news
1061,spill secret,1871,6.5,synonym,drop,Vsyn1,secret,Ncoll,-1,4,3578350,1221973,drop secret
1062,spill secret,1871,6.5,synonym,spew,Vsyn2,secret,Ncoll,1,4,80693,1221973,spew secret
1063,inflate currency,862,6.4,collocation,inflate,Vcoll,currency,Ncoll,1,4,143426,1123275,inflate currency
1064,inflate currency,862,6.4,productive,issue,Vprod1,currency,Ncoll,0,4,3233793,1123275,issue currency
1065,inflate currency,862,6.4,productive,devalue,Vprod2,price,Nsyn2,-1,4,57687,9075539,devalue price
1066,inflate currency,862,6.4,synonym,pump,Vsyn1,price,Nsyn2,-1,4,624994,9075539,pump price
1067,inflate currency,862,6.4,synonym,fill,Vsyn2,price,Nsyn2,-1,4,4653048,9075539,fill price
1068,swallow pride,5319,8.7,productive,demonstrate,Vprod2,dignity,Nsyn1,0,4,3435000,480719,demonstrate dignity
1069,swallow pride,5319,8.7,synonym,consume,Vsyn1,dignity,Nsyn1,-1,4,1059674,480719,consume dignity
1070,swallow pride,5319,8.7,synonym,guzzle,Vsyn2,dignity,Nsyn1,-1,4,13924,480719,guzzle dignity
1071,swallow pride,5319,8.7,synonym,swallow,Vcoll,ego,Nsyn2,1,4,422866,406518,swallow ego
1072,unearth conspiracy,223,5.6,productive,conceal,Vprod2,conspiracy,Ncoll,0,4,427041,591599,conceal conspiracy
1073,unearth conspiracy,223,5.6,productive,excavate,Vsyn1,gem,Nprod2,0,4,155304,483216,excavate gem
1074,unearth conspiracy,223,5.6,productive,disinter,Vsyn2,gem,Nprod2,0,4,4417,483216,disinter gem
1075,unearth conspiracy,223,5.6,synonym,unearth,Vcoll,scandal,Nsyn1,1,4,121160,527289,unearth scandal
1076,shape future,38421,9.6,productive,fashion,Vsyn1,mold,Nprod1,0,4,231399,421088,fashion mold
1077,shape future,38421,9.6,productive,sculpt,Vsyn2,mold,Nprod1,0,4,186013,421088,sculpt mold
1078,shape future,38421,9.6,productive,shape,Vcoll,clay,Nprod2,0,4,1379487,479013,shape clay
1079,shape future,38421,9.6,productive,predict,Vprod1,reality,Nsyn2,0,4,1670657,3463963,predict reality
1080,cultivate friendship,2418,7.2,productive,cultivate,Vcoll,plant,Nprod1,0,4,484590,6200013,cultivate plant
1081,cultivate friendship,2418,7.2,productive,initiate,Vprod1,partnership,Nsyn1,0,4,1104267,2408790,initiate partnership
1082,cultivate friendship,2418,7.2,synonym,grow,Vsyn1,friendship,Ncoll,1,4,10814751,870125,grow friendship
1083,cultivate friendship,2418,7.2,synonym,tend,Vsyn2,friendship,Ncoll,1,4,2758961,870125,tend friendship
1084,dissolve marriage,4730,7.2,collocation,dissolve,Vcoll,marriage,Ncoll,1,4,533973,2611665,dissolve marriage
1085,dissolve marriage,4730,7.2,productive,forbid,Vprod1,marriage,Ncoll,0,4,469524,2611665,forbid marriage
1086,dissolve marriage,4730,7.2,productive,postpone,Vprod2,corporation,Nsyn2,-1,4,311250,1396949,postpone corporation
1087,dissolve marriage,4730,7.2,synonym,disintegrate,Vsyn1,corporation,Nsyn2,-1,4,91498,1396949,disintegrate corporation
1088,dissolve marriage,4730,7.2,synonym,liquefy,Vsyn2,corporation,Nsyn2,-1,4,56430,1396949,liquefy corporation
1089,slap tariff,2256,8.5,productive,outlaw,Vprod2,sanction,Nsyn1,0,4,103823,662378,outlaw sanction
1090,slap tariff,2256,8.5,synonym,smack,Vsyn1,sanction,Nsyn1,-1,4,100501,662378,smack sanction
1091,slap tariff,2256,8.5,synonym,smite,Vsyn2,sanction,Nsyn1,-1,4,79164,662378,smite sanction
1092,slap tariff,2256,8.5,synonym,slap,Vcoll,restriction,Nsyn2,1,4,211913,1406088,slap restriction
1093,soften tone,1415,6.4,productive,detect,Vprod2,tone,Ncoll,0,4,1937717,1439206,detect tone
1094,soften tone,1415,6.4,productive,cushion,Vsyn1,butter,Nprod2,0,4,61749,588875,cushion butter
1095,soften tone,1415,6.4,productive,weaken,Vsyn2,butter,Nprod2,-1,4,426557,588875,weaken butter
1096,soften tone,1415,6.4,synonym,soften,Vcoll,gaze,Nsyn1,1,4,223692,313344,soften gaze
1097,steer conversation,3014,6.5,productive,drive,Vsyn1,ship,Nprod1,-1,4,6717522,3656089,drive ship
1098,steer conversation,3014,6.5,productive,maneuver,Vsyn2,ship,Nprod1,0,4,90743,3656089,maneuver ship
1099,steer conversation,3014,6.5,productive,steer,Vcoll,wheel,Nprod2,0,4,472643,2150310,steer wheel
1100,steer conversation,3014,6.5,productive,record,Vprod1,talk,Nsyn2,0,4,3872169,3721837,record talk
1101,push agenda,17285,8.3,productive,push,Vcoll,gate,Nprod1,0,4,3420021,1421791,push gate
1102,push agenda,17285,8.3,productive,compile,Vprod1,schedule,Nsyn1,0,4,956259,2006748,compile schedule
1103,push agenda,17285,8.3,synonym,shove,Vsyn1,agenda,Ncoll,-1,4,227194,1316952,shove agenda
1104,push agenda,17285,8.3,synonym,thrust,Vsyn2,agenda,Ncoll,-1,4,198725,1316952,thrust agenda
1105,spout nonsense,2385,9.5,collocation,spout,Vcoll,nonsense,Ncoll,1,4,58200,262949,spout nonsense
1106,spout nonsense,2385,9.5,productive,talk,Vprod1,nonsense,Ncoll,0,4,7699096,262949,talk nonsense
1107,spout nonsense,2385,9.5,productive,debunk,Vprod2,gibberish,Nsyn2,0,4,99893,25432,debunk gibberish
1108,spout nonsense,2385,9.5,synonym,eject,Vsyn1,gibberish,Nsyn2,-1,4,128775,25432,eject gibberish
1109,spout nonsense,2385,9.5,synonym,spew,Vsyn2,gibberish,Nsyn2,1,4,80693,25432,spew gibberish
1110,beat odds,8377,7.7,productive,calculate,Vprod2,likelihood,Nsyn1,0,4,1553963,436968,calculate likelihood
1111,beat odds,8377,7.7,synonym,batter,Vsyn1,likelihood,Nsyn1,-1,4,112366,436968,batter likelihood
1112,beat odds,8377,7.7,synonym,flay,Vsyn2,likelihood,Nsyn1,-1,4,19955,436968,flay likelihood
1113,beat odds,8377,7.7,synonym,beat,Vcoll,probability,Nsyn2,-1,4,2429633,741651,beat probability
1114,run risk,72368,8,productive,assess,Vprod2,risk,Ncoll,0,4,2145138,7505721,assess risk
1115,run risk,72368,8,productive,sprint,Vsyn1,race,Nprod2,-1,4,77898,4798622,sprint race
1116,run risk,72368,8,productive,bolt,Vsyn2,race,Nprod2,-1,4,150266,4798622,bolt race
1117,run risk,72368,8,synonym,run,Vcoll,danger,Nsyn1,-1,4,16344973,1531756,run danger
1118,sway voter,1859,7.3,productive,swing,Vsyn1,arm,Nprod1,0,4,526379,3959821,swing arm
1119,sway voter,1859,7.3,productive,oscillate,Vsyn2,arm,Nprod1,-1,4,74331,3959821,oscillate arm
1120,sway voter,1859,7.3,productive,sway,Vcoll,hip,Nprod2,0,4,177841,560933,sway hip
1121,sway voter,1859,7.3,productive,influence,Vprod1,public,Nsyn2,0,4,1915269,3122198,influence public
1122,swing election,1973,5.9,productive,swing,Vcoll,bat,Nprod1,0,4,526379,619586,swing bat
1123,swing election,1973,5.9,productive,concede,Vprod1,referendum,Nsyn1,0,4,321074,401896,concede referendum
1124,swing election,1973,5.9,synonym,sway,Vsyn1,election,Ncoll,1,4,177841,4627641,sway election
1125,swing election,1973,5.9,synonym,wave,Vsyn2,election,Ncoll,-1,4,362889,4627641,wave election
1126,hurl insult,4254,9.6,collocation,hurl,Vcoll,insult,Ncoll,1,4,132621,247867,hurl insult
1127,hurl insult,4254,9.6,productive,yell,Vprod1,insult,Ncoll,0,4,454136,247867,yell insult
1128,hurl insult,4254,9.6,productive,resent,Vprod2,accusation,Nsyn2,0,4,114877,390808,resent accusation
1129,hurl insult,4254,9.6,synonym,fling,Vsyn1,accusation,Nsyn2,-1,4,129391,390808,fling accusation
1130,hurl insult,4254,9.6,synonym,lob,Vsyn2,accusation,Nsyn2,-1,4,26960,390808,lob accusation
1131,rig lottery,190,5.4,productive,lose,Vprod2,sweepstake,Nsyn1,0,4,9723381,12734,lose sweepstake
1132,rig lottery,190,5.4,synonym,supply,Vsyn1,sweepstake,Nsyn1,0,4,2216698,12734,supply sweepstake
1133,rig lottery,190,5.4,synonym,outfit,Vsyn2,sweepstake,Nsyn1,-1,4,94463,12734,outfit sweepstake
1134,rig lottery,190,5.4,synonym,rig,Vcoll,game,Nsyn2,1,4,146140,20059571,rig game
1135,harness energy,10945,7.6,productive,use,Vprod2,energy,Ncoll,0,4,70467900,8256596,use energy
1136,harness energy,10945,7.6,productive,saddle,Vsyn1,animal,Nprod2,0,4,65792,4342887,saddle animal
1137,harness energy,10945,7.6,productive,yoke,Vsyn2,animal,Nprod2,0,4,13034,4342887,yoke animal
1138,harness energy,10945,7.6,synonym,harness,Vcoll,resource,Nsyn1,1,4,231957,7237469,harness resource
1139,lock eye,17262,7.5,productive,fasten,Vsyn1,door,Nprod1,0,4,155870,5369253,fasten door
1140,lock eye,17262,7.5,productive,secure,Vsyn2,door,Nprod1,0,4,2125799,5369253,secure door
1141,lock eye,17262,7.5,productive,lock,Vcoll,trunk,Nprod2,0,4,1358759,445160,lock trunk
1142,lock eye,17262,7.5,productive,touch,Vprod1,stare,Nsyn2,-1,4,1748098,108745,touch stare
1143,unlock mystery,5437,7.9,productive,unlock,Vcoll,cupboard,Nprod1,0,4,582098,147503,unlock cupboard
1144,unlock mystery,5437,7.9,productive,solve,Vprod1,enigma,Nsyn1,0,4,2267174,79533,solve enigma
1145,unlock mystery,5437,7.9,synonym,open,Vsyn1,mystery,Ncoll,-1,4,8515531,1267800,open mystery
1146,unlock mystery,5437,7.9,synonym,unfasten,Vsyn2,mystery,Ncoll,-1,4,9962,1267800,unfasten mystery
1147,unleash fury,2337,8.5,collocation,unleash,Vcoll,fury,Ncoll,1,4,287546,153886,unleash fury
1148,unleash fury,2337,8.5,productive,incite,Vprod1,fury,Ncoll,0,4,125122,153886,incite fury
1149,unleash fury,2337,8.5,productive,suppress,Vprod2,wrath,Nsyn2,0,4,537202,226479,suppress wrath
1150,unleash fury,2337,8.5,synonym,untie,Vsyn1,wrath,Nsyn2,-1,4,39600,226479,untie wrath
1151,unleash fury,2337,8.5,synonym,release,Vsyn2,wrath,Nsyn2,1,4,6848719,226479,release wrath
1152,flood airwaves,752,6.5,productive,scan,Vprod2,signal,Nsyn1,0,4,1036158,4021190,scan signal
1153,flood airwaves,752,6.5,synonym,inundate,Vsyn1,signal,Nsyn1,1,4,68831,4021190,inundate signal
1154,flood airwaves,752,6.5,synonym,engulf,Vsyn2,signal,Nsyn1,-1,4,105662,4021190,engulf signal
1155,flood airwaves,752,6.5,synonym,flood,Vcoll,transmission,Nsyn2,1,4,465452,1422544,flood transmission
1156,diffuse tension,1272,6.2,productive,ease,Vprod2,tension,Ncoll,0,4,701148,1069305,ease tension
1157,diffuse tension,1272,6.2,productive,spread,Vsyn1,oxygen,Nprod2,0,4,2259922,801050,spread oxygen
1158,diffuse tension,1272,6.2,productive,disperse,Vsyn2,oxygen,Nprod2,0,4,280024,801050,disperse oxygen
1159,diffuse tension,1272,6.2,synonym,diffuse,Vcoll,conflict,Nsyn1,1,4,96169,2698474,diffuse conflict
1160,smear reputation,739,5.3,productive,streak,Vsyn1,face,Nprod1,0,4,48008,5603898,streak face
1161,smear reputation,739,5.3,productive,smudge,Vsyn2,face,Nprod1,0,4,26495,5603898,smudge face
1162,smear reputation,739,5.3,productive,smear,Vcoll,shirt,Nprod2,0,4,97703,885122,smear shirt
1163,smear reputation,739,5.3,productive,respect,Vprod1,name,Nsyn2,0,4,1091229,16103193,respect name
1164,forge signature,4665,8,productive,forge,Vcoll,blade,Nprod1,0,4,417688,856731,forge blade
1165,forge signature,4665,8,productive,duplicate,Vprod1,initial,Nsyn1,0,4,197768,116395,duplicate initial
1166,forge signature,4665,8,synonym,mold,Vsyn1,signature,Ncoll,-1,4,194703,1286277,mold signature
1167,forge signature,4665,8,synonym,model,Vsyn2,signature,Ncoll,0,4,1024423,1286277,model signature
1168,enter competition,26587,7.5,collocation,enter,Vcoll,competition,Ncoll,1,4,6503470,3385083,enter competition
1169,enter competition,26587,7.5,productive,win,Vprod1,competition,Ncoll,0,4,9758957,3385083,win competition
1170,enter competition,26587,7.5,productive,organize,Vprod2,contest,Nsyn2,0,4,2387991,1252257,organize contest
1171,enter competition,26587,7.5,synonym,exit,Vsyn1,contest,Nsyn2,1,4,490455,1252257,exit contest
1172,enter competition,26587,7.5,synonym,leave,Vsyn2,contest,Nsyn2,1,4,18615948,1252257,leave contest
1173,smell fear,1346,5.7,productive,sense,Vprod2,dread,Nsyn1,0,4,770915,135397,sense dread
1174,smell fear,1346,5.7,synonym,taste,Vsyn1,dread,Nsyn1,1,4,921323,135397,taste dread
1175,smell fear,1346,5.7,synonym,hear,Vsyn2,dread,Nsyn1,1,4,9564768,135397,hear dread
1176,smell fear,1346,5.7,synonym,smell,Vcoll,fright,Nsyn2,1,4,587548,63735,smell fright
1177,chase dream,9354,8.1,productive,remember,Vprod2,aspiration,Nsyn1,0,5,6425958,369770,remember aspiration
1178,chase dream,9354,8.1,synonym,pursue,Vsyn1,aspiration,Nsyn1,1,5,1806874,369770,pursue aspiration
1179,chase dream,9354,8.1,synonym,hunt,Vsyn2,aspiration,Nsyn1,-1,5,528912,369770,hunt aspiration
1180,chase dream,9354,8.1,synonym,chase,Vcoll,desire,Nsyn2,1,5,592392,1943993,chase desire
1181,break promise,30369,8.2,productive,recall,Vprod2,promise,Ncoll,0,5,1606318,1308662,recall promise
1182,break promise,30369,8.2,productive,shatter,Vsyn1,bone,Nprod2,0,5,235867,1578282,shatter bone
1183,break promise,30369,8.2,productive,smash,Vsyn2,bone,Nprod2,0,5,298943,1578282,smash bone
1184,break promise,30369,8.2,synonym,break,Vcoll,vow,Nsyn1,1,5,6644744,171728,break vow
1185,tackle problem,57445,7.9,productive,address,Vsyn1,opponent,Nprod1,0,5,5143795,1426870,address opponent
1186,tackle problem,57445,7.9,productive,manage,Vsyn2,opponent,Nprod1,-1,5,6998498,1426870,manage opponent
1187,tackle problem,57445,7.9,productive,tackle,Vcoll,player,Nprod2,0,5,913224,9944593,tackle player
1188,tackle problem,57445,7.9,productive,anticipate,Vprod1,issue,Nsyn2,0,5,891616,15495287,anticipate issue
1189,abandon plan,15406,6.8,productive,abandon,Vcoll,city,Nprod1,0,5,1273968,12371211,abandon city
1190,abandon plan,15406,6.8,productive,adjust,Vprod1,proposal,Nsyn1,0,5,1648110,2681541,adjust proposal
1191,abandon plan,15406,6.8,synonym,desert,Vsyn1,plan,Ncoll,-1,5,192659,10141324,desert plan
1192,abandon plan,15406,6.8,synonym,forsake,Vsyn2,plan,Ncoll,1,5,96152,10141324,forsake plan
1193,fight poverty,15406,6.8,collocation,fight,Vcoll,poverty,Ncoll,1,5,4220818,1236344,fight poverty
1194,fight poverty,15406,6.8,productive,see,Vprod1,poverty,Ncoll,0,5,51404934,1236344,see poverty
1195,fight poverty,15406,6.8,productive,experience,Vprod2,obesity,Nsyn2,0,5,4134991,429273,experience obesity
1196,fight poverty,15406,6.8,synonym,battle,Vsyn1,obesity,Nsyn2,1,5,470222,429273,battle obesity
1197,fight poverty,15406,6.8,synonym,combat,Vsyn2,obesity,Nsyn2,1,5,515563,429273,combat obesity
1198,catch fire,60901,9.4,productive,fan,Vprod2,blaze,Nsyn1,0,5,127942,105186,fan blaze
1199,catch fire,60901,9.4,synonym,seize,Vsyn1,blaze,Nsyn1,0,5,733804,105186,seize blaze
1200,catch fire,60901,9.4,synonym,grab,Vsyn2,blaze,Nsyn1,0,5,1296537,105186,grab blaze
1201,catch fire,60901,9.4,synonym,catch,Vcoll,flame,Nsyn2,1,5,4004699,743614,catch flame
1202,nurse grudge,830,7.2,productive,mock,Vprod2,grudge,Ncoll,0,5,220824,63452,mock grudge
1203,nurse grudge,830,7.2,productive,treat,Vsyn1,wound,Nprod2,0,5,4190491,806270,treat wound
1204,nurse grudge,830,7.2,productive,cure,Vsyn2,wound,Nprod2,0,5,564400,806270,cure wound
1205,nurse grudge,830,7.2,synonym,nurse,Vcoll,greivance,Nsyn1,1,5,239694,391,nurse greivance
1206,challenge assumption,14854,8.5,productive,dare,Vsyn1,student,Nprod1,0,5,552827,21407540,dare student
1207,challenge assumption,14854,8.5,productive,invite,Vsyn2,student,Nprod1,0,5,2672271,21407540,invite student
1208,challenge assumption,14854,8.5,productive,challenge,Vcoll,reader,Nprod2,0,5,2116545,3235661,challenge reader
1209,challenge assumption,14854,8.5,productive,state,Vprod1,premise,Nsyn2,0,5,4527583,929717,state premise
1210,hold meeting,300278,9.9,productive,hold,Vcoll,cup,Nprod1,0,5,15504718,1538197,hold cup
1211,hold meeting,300278,9.9,productive,plan,Vprod1,event,Nsyn1,0,5,5423671,15124427,plan event
1212,hold meeting,300278,9.9,synonym,catch,Vsyn1,meeting,Ncoll,1,5,4004699,7117951,catch meeting
1213,hold meeting,300278,9.9,synonym,clutch,Vsyn2,meeting,Ncoll,0,5,124675,7117951,clutch meeting
1214,kick habit,7857,8.3,collocation,kick,Vcoll,habit,Ncoll,1,5,1415069,1174692,kick habit
1215,kick habit,7857,8.3,productive,change,Vprod1,habit,Ncoll,0,5,12164816,1174692,change habit
1216,kick habit,7857,8.3,productive,develop,Vprod2,custom,Nsyn2,0,5,13691362,1655971,develop custom
1217,kick habit,7857,8.3,synonym,hit,Vsyn1,custom,Nsyn2,-1,5,4802307,1655971,hit custom
1218,kick habit,7857,8.3,synonym,knock,Vsyn2,custom,Nsyn2,-1,5,921387,1655971,knock custom
1219,shift blame,7543,8.3,productive,reject,Vprod2,guilt,Nsyn1,0,5,1674108,431173,reject guilt
1220,shift blame,7543,8.3,synonym,move,Vsyn1,guilt,Nsyn1,-1,5,13838515,431173,move guilt
1221,shift blame,7543,8.3,synonym,transfer,Vsyn2,guilt,Nsyn1,1,5,2182010,431173,transfer guilt
1222,shift blame,7543,8.3,synonym,shift,Vcoll,responsibility,Nsyn2,1,5,1463676,3466376,shift responsibility
1223,bend rule,8917,6.9,productive,amend,Vprod2,rule,Ncoll,0,5,832809,6829951,amend rule
1224,bend rule,8917,6.9,productive,deform,Vsyn1,elbow,Nprod2,0,5,74047,325029,deform elbow
1225,bend rule,8917,6.9,productive,warp,Vsyn2,elbow,Nprod2,-1,5,136707,325029,warp elbow
1226,bend rule,8917,6.9,synonym,bend,Vcoll,law,Nsyn1,1,5,688134,12166006,bend law
1227,freeze asset,7158,7.9,productive,chill,Vsyn1,egg,Nprod1,0,5,209991,1670179,chill egg
1228,freeze asset,7158,7.9,productive,preserve,Vsyn2,egg,Nprod1,0,5,1699725,1670179,preserve egg
1229,freeze asset,7158,7.9,productive,freeze,Vcoll,meat,Nprod2,0,5,657944,1504552,freeze meat
1230,freeze asset,7158,7.9,productive,protect,Vprod1,wage,Nsyn2,0,5,5615627,1361489,protect wage
1231,cut cost,73694,8.7,productive,cut,Vcoll,hair,Nprod1,0,5,4985046,3264740,cut hair
1232,cut cost,73694,8.7,productive,incur,Vprod1,tax,Nsyn1,0,5,437091,6125564,incur tax
1233,cut cost,73694,8.7,synonym,slash,Vsyn1,cost,Ncoll,1,5,215685,9883262,slash cost
1234,cut cost,73694,8.7,synonym,injure,Vsyn2,cost,Ncoll,-1,5,869674,9883262,injure cost
1235,read mind,23147,6.8,collocation,read,Vcoll,mind,Ncoll,1,5,15107127,7183270,read mind
1236,read mind,23147,6.8,productive,influence,Vprod1,mind,Ncoll,0,5,1915269,7183270,influence mind
1237,read mind,23147,6.8,productive,know,Vprod2,intellect,Nsyn2,0,5,44321220,196673,know intellect
1238,read mind,23147,6.8,synonym,study,Vsyn1,intellect,Nsyn2,0,5,4076236,196673,study intellect
1239,read mind,23147,6.8,synonym,scan,Vsyn2,intellect,Nsyn2,-1,5,1036158,196673,scan intellect
1240,raise awareness,283116,10.8,productive,demonstrate,Vprod2,concern,Nsyn1,0,5,3435000,4431536,demonstrate concern
1241,raise awareness,283116,10.8,synonym,lift,Vsyn1,concern,Nsyn1,-1,5,1452619,4431536,lift concern
1242,raise awareness,283116,10.8,synonym,hoist,Vsyn2,concern,Nsyn1,-1,5,84521,4431536,hoist concern
1243,raise awareness,283116,10.8,synonym,raise,Vcoll,issue,Nsyn2,1,5,6484369,15495287,raise issue
1244,pay respect,20686,8.2,productive,accord,Vprod2,respect,Ncoll,0,5,10135350,2924569,accord respect
1245,pay respect,20686,8.2,productive,reward,Vsyn1,rent,Nprod2,-1,5,576227,815347,reward rent
1246,pay respect,20686,8.2,productive,fund,Vsyn2,rent,Nprod2,0,5,1800293,815347,fund rent
1247,pay respect,20686,8.2,synonym,pay,Vcoll,esteem,Nsyn1,-1,5,11161866,125353,pay esteem
1248,earn trust,14815,7.6,productive,spend,Vsyn1,money,Nprod1,0,5,7693627,9750259,spend money
1249,earn trust,14815,7.6,productive,obtain,Vsyn2,money,Nprod1,0,5,4232413,9750259,obtain money
1250,earn trust,14815,7.6,productive,earn,Vcoll,profit,Nprod2,0,5,3133954,2012641,earn profit
1251,earn trust,14815,7.6,productive,maintain,Vprod1,faith,Nsyn2,0,5,5734320,2688652,maintain faith
1252,spark outrage,7612,9.3,productive,spark,Vcoll,fire,Nprod1,0,5,431972,5057358,spark fire
1253,spark outrage,7612,9.3,productive,express,Vprod1,controversy,Nsyn1,-1,5,3220210,683407,express controversy
1254,spark outrage,7612,9.3,synonym,ignite,Vsyn1,outrage,Ncoll,1,5,212053,221977,ignite outrage
1255,spark outrage,7612,9.3,synonym,trigger,Vsyn2,outrage,Ncoll,1,5,1017872,221977,trigger outrage
1256,sow confusion,2482,7.7,collocation,sow,Vcoll,confusion,Ncoll,1,5,238529,799953,sow confusion
1257,sow confusion,2482,7.7,productive,cause,Vprod1,confusion,Ncoll,0,5,8769232,799953,cause confusion
1258,sow confusion,2482,7.7,productive,prevent,Vprod2,terror,Nsyn2,0,5,4771343,785868,prevent terror
1259,sow confusion,2482,7.7,synonym,plant,Vsyn1,terror,Nsyn2,1,5,1036293,785868,plant terror
1260,sow confusion,2482,7.7,synonym,scatter,Vsyn2,terror,Nsyn2,-1,5,425278,785868,scatter terror
1261,capture imagination,23753,8.6,productive,require,Vprod2,attention,Nsyn1,0,5,14971091,4637331,require attention
1262,capture imagination,23753,8.6,synonym,seize,Vsyn1,attention,Nsyn1,1,5,733804,4637331,seize attention
1263,capture imagination,23753,8.6,synonym,apprehend,Vsyn2,attention,Nsyn1,-1,5,126529,4637331,apprehend attention
1264,capture imagination,23753,8.6,synonym,capture,Vcoll,emotion,Nsyn2,1,5,2725823,1365398,capture emotion
1265,stir passion,1356,6.2,productive,arouse,Vprod2,passion,Ncoll,0,5,182171,1362852,arouse passion
1266,stir passion,1356,6.2,productive,blend,Vsyn1,pot,Nprod2,0,5,581189,1003786,blend pot
1267,stir passion,1356,6.2,productive,agitate,Vsyn2,pot,Nprod2,0,5,118322,1003786,agitate pot
1268,stir passion,1356,6.2,synonym,stir,Vcoll,curiosity,Nsyn1,1,5,604399,408174,stir curiosity
1269,stifle creativity,2687,8.4,productive,smother,Vsyn1,yawn,Nprod1,0,5,70905,32379,smother yawn
1270,stifle creativity,2687,8.4,productive,suffocate,Vsyn2,yawn,Nprod1,-1,5,66747,32379,suffocate yawn
1271,stifle creativity,2687,8.4,productive,stifle,Vcoll,laughter,Nprod2,0,5,124886,369568,stifle laughter
